Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL17,OUT049,2107.74
FDQ19,OUT019,456.44
FDY43,OUT049,2568.98
FDR36,OUT049,672.73
FDJ58,OUT049,2836.62
DRY23,OUT045,494.42
FDK26,OUT027,4957.84
DRH03,OUT045,1256.33
FDC10,OUT010,302.1
FDD23,OUT013,3153.31
FDP32,OUT045,1802.48
FDO31,OUT035,1275.26
FDQ57,OUT013,2481.07
FDX32,OUT027,3259.9
FDC39,OUT027,5738.83
FDU55,OUT046,4139.54
FDL45,OUT013,1925.44
DRK37,OUT049,2497.66
FDK22,OUT013,3065.6
DRG37,OUT027,4688.86
FDK22,OUT017,2917.72
DRH36,OUT018,685.43
DRC36,OUT018,2375.26
DRE03,OUT027,695.77
FDF34,OUT046,1747.51
FDZ22,OUT046,1258.28
FDC44,OUT010,303.69
FDN31,OUT027,4986.71
FDO03,OUT017,3901.83
FDA01,OUT049,865.74
NCH42,OUT049,4073.89
FDF46,OUT018,1585.68
DRL35,OUT046,602.62
FDW46,OUT049,1007.85
FDB58,OUT046,1923.3
FDD47,OUT018,2401.66
NCO17,OUT045,1761.31
FDJ26,OUT017,3264.18
FDU37,OUT045,1297.95
